Line_ID,Diver,Buddy,Site.No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
656,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,sis,Scarus iseri,,137,,3,65,52,9,2,6,,,,,,,,,,,,,,,,,,,,,,
657,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,sau,Sparisoma aurofrenatum,,33,,,10,11,7,2,3,,,,,,,,,,,,,,,,,,,,,,
658,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,svi,Sparisoma viride,,13,,,6,5,1,,1,,,,,,,,,,,,,,,,,,,,,,
659,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,cro,Canthigaster rostrata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,atr,Acanthurus bahianus,,31,,,12,12,7,,,,,,,,,,,,,,,,,,,,,,,,
661,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,aco,Acanthurus coeruleus,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
662,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,hni,Hypoplectrus nigricans,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
663,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,sch,Sparisoma chrysopterum,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
664,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,cca,Chaetodon capistratus,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,coc,Chaetodon ocellatus,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
666,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,ccr,Cephalopholis cruentata,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
667,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,hpl,Haemulon plumierii,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
668,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,hfl,Haemulon flavolineatum,,5,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,
669,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,had,Holocentrus adscensionis,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
670,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,nma,Neoniphon marianus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
671,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,sat,Sparisoma atomarium,,8,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,hru,Holocentrus rufus,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
673,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,pma,Pseudupeneus maculatus,,3,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
674,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,htr,Holacanthus tricolor,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,bvt,Balistes vetula,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
676,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,hcy,Halichoeres cyanocephalus,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
677,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,cst,Chaetodon striatus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
678,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,1,hma,Halichoeres maculipinna,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
679,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,cli,Cerithium litteratum,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,ppe,Periclimenes pedersoni,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,aas,Acanthemblemaria aspera,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,sba,Serranus baldwini,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,cdi,Coryphopterus dicrus,,6,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,aim,Alpheus immaculatus,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Scott Jones,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,1,elo,Elacatinus lobeli,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hga,Halichoeres garnoti,,60,,7,35,15,3,,,,,,,,,,,,,,,,,,,,,,,,
687,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,tbi,Thalassoma bifasciatum,,75,,25,35,15,,,,,,,,,,,,,,,,,,,,,,,,,
688,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sva,Stegastes variabilis,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,ccy,Chromis cyanea,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
690,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,spa,Stegastes partitus,,60,,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sad,Stegastes adustus,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sru,Sparisoma rubripinne,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
693,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sis,Scarus iseri,,137,,3,65,52,9,2,6,,,,,,,,,,,,,,,,,,,,,,
694,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sau,Sparisoma aurofrenatum,,33,,,10,11,7,2,3,,,,,,,,,,,,,,,,,,,,,,
695,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,svi,Sparisoma viride,,13,,,6,5,1,,1,,,,,,,,,,,,,,,,,,,,,,
696,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,cro,Canthigaster rostrata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,atr,Acanthurus bahianus,,31,,,12,12,7,,,,,,,,,,,,,,,,,,,,,,,,
698,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,aco,Acanthurus coeruleus,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
699,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hni,Hypoplectrus nigricans,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
700,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sch,Sparisoma chrysopterum,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
701,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,cca,Chaetodon capistratus,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,coc,Chaetodon ocellatus,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
703,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,ccr,Cephalopholis cruentata,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
704,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hpl,Haemulon plumierii,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
705,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hfl,Haemulon flavolineatum,,5,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,
706,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,had,Holocentrus adscensionis,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
707,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,nma,Neoniphon marianus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
708,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,sat,Sparisoma atomarium,,8,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hru,Holocentrus rufus,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
710,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,pma,Pseudupeneus maculatus,,3,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
711,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,htr,Holacanthus tricolor,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,bvt,Balistes vetula,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
713,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hcy,Halichoeres cyanocephalus,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
714,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,cst,Chaetodon striatus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
715,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,1,2,hma,Halichoeres maculipinna,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
716,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,cli,Cerithium litteratum,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,ppe,Periclimenes pedersoni,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,aas,Acanthemblemaria aspera,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,sba,Serranus baldwini,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,cdi,Coryphopterus dicrus,,6,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,aim,Alpheus immaculatus,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Zach Foltz,Scott Jones,CBC14,Tobacco Reef 30,16.868278,-88.066167,9/21/15,30,E,15:00,RW,10,2,2,elo,Elacatinus lobeli,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,cpe,Coryphopterus personatus,,784,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,lgr,Lutjanus griseus,,11,,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,
725,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,hci,Holacanthus ciliaris,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
726,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,sis,Scarus iseri,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
727,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,lap,Lutjanus apodus,,14,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,
728,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,tbi,Thalassoma bifasciatum,,9,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
729,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,sva,Stegastes variabilis,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,asa,Abudefduf saxatilis,,8,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
732,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,cro,Canthigaster rostrata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,sba,Sphyraena barracuda,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
734,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,cca,Chaetodon capistratus,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,cru,Caranx ruber,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
736,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,hsc,Haemulon sciurus,,20,,,18,,2,,,,,,,,,,,,,,,,,,,,,,,,
737,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,avi,Anisotremus virginicus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
738,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,spl,Stegastes planifrons,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,hfl,Haemulon flavolineatum,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,crs,Cryptotomus roseus,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,sle,Stegastes leucostictus,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,hbi,Halichoeres bivittatus,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
743,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,1,dam,Hypanus americanus,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
744,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,sse,Stenorhynchus seticornis,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,pyu,Periclimenes yucatanicus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,evi,Echinometra viridis,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,uja,Urobatis jamaicensis,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
748,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,dan,Diadema antillarum,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,cfr,Cassiopea frondosa,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,cpe,Coryphopterus personatus,,520,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Scott Jones,Zach Foltz,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,1,ore,Oreaster reticulatus,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,hsc,Haemulon sciurus,,30,,,12,6,8,4,,,,,,,,,,,,,,,,,,,,,,,
753,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,hfl,Haemulon flavolineatum,,13,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,
754,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,sis,Scarus iseri,,34,,18,10,6,,,,,,,,,,,,,,,,,,,,,,,,,
755,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,svi,Sparisoma viride,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,sva,Stegastes variabilis,,16,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,lgr,Lutjanus griseus,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
758,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,lap,Lutjanus apodus,,15,,,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,
759,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,cro,Canthigaster rostrata,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
760,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,cpe,Coryphopterus personatus,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,hga,Halichoeres garnoti,,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
762,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,tbi,Thalassoma bifasciatum,,4,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
763,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,gci,Gerres cinereus,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
764,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,sba,Sphyraena barracuda,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
765,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,cca,Chaetodon capistratus,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,eme,Eucinostomus melanopterus,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,pvo,Pterois volitans,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
768,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,asa,Abudefduf saxatilis,,5,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,1,2,ach,Acanthurus chirurgus,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
770,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,2,cpe,Coryphopterus personatus,,260,,210,50,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,2,cli,Cerithium litteratum,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,2,par,Priacanthus arenatus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,2,dan,Diadema antillarum,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,2,elu,Echinometra lucunter,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Zach Foltz,Scott Jones,CBC15,Tobacco Mangrove,16.878533,-88.092642,9/22/15,7,SE,9:30,ZRF,2,2,2,sse,Stenorhynchus seticornis,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
